seed_id,lambda,active_coordinates,c_i,n_samples,evidence,power
4,0.34,8,0.21875,2121,6.200181435000002,0.5057142857142857
4,0.4,2,0.12500000000000006,219,0.7008000000000004,0.08285714285714285
4,0.4,2,0.12500000000000006,344,1.1008000000000007,0.10857142857142857
4,0.4,2,0.12500000000000006,531,1.699200000000001,0.09428571428571429
4,0.4,2,0.12500000000000006,812,2.5984000000000016,0.18857142857142858
4,0.4,2,0.12500000000000006,1250,4.000000000000002,0.35428571428571426
4,0.4,2,0.12500000000000006,1937,6.198400000000004,0.46
4,0.4,3,0.16666666666666663,164,0.6997333333333333,0.1
4,0.4,3,0.16666666666666663,258,1.1008,0.08857142857142856
4,0.4,3,0.16666666666666663,398,1.698133333333333,0.14857142857142858
4,0.4,3,0.16666666666666663,609,2.5984,0.23714285714285716
4,0.4,3,0.16666666666666663,938,4.002133333333333,0.32285714285714284
4,0.4,3,0.16666666666666663,1453,6.199466666666666,0.42
4,0.4,5,0.2,137,0.7014400000000002,0.13142857142857142
4,0.4,5,0.2,215,1.1008000000000002,0.11428571428571428
4,0.4,5,0.2,332,1.6998400000000005,0.16285714285714287
4,0.4,5,0.2,508,2.6009600000000006,0.21714285714285714
4,0.4,5,0.2,781,3.9987200000000014,0.4057142857142857
4,0.4,5,0.2,1211,6.200320000000001,0.43142857142857144
4,0.4,8,0.21875,125,0.7000000000000002,0.09714285714285714
4,0.4,8,0.21875,196,1.0976000000000001,0.13142857142857142
4,0.4,8,0.21875,304,1.7024000000000004,0.18857142857142858
4,0.4,8,0.21875,464,2.5984000000000003,0.26571428571428574
4,0.4,8,0.21875,714,3.9984000000000006,0.33714285714285713
4,0.4,8,0.21875,1107,6.199200000000001,0.4942857142857143
4,0.48,2,0.12500000000000006,105,0.6967296000000002,0.06
4,0.48,2,0.12500000000000006,166,1.1014963200000003,0.13428571428571429
4,0.48,2,0.12500000000000006,256,1.6986931200000004,0.18571428571428572
4,0.48,2,0.12500000000000006,392,2.6011238400000005,0.2542857142857143
4,0.48,2,0.12500000000000006,603,4.001218560000001,0.4114285714285714
4,0.48,2,0.12500000000000006,934,6.197575680000002,0.5
4,0.48,3,0.16666666666666663,80,0.7077887999999998,0.13142857142857142
4,0.48,3,0.16666666666666663,124,1.0970726399999995,0.13714285714285715
4,0.48,3,0.16666666666666663,192,1.6986931199999993,0.12857142857142856
4,0.48,3,0.16666666666666663,294,2.6011238399999987,0.20285714285714285
4,0.48,3,0.16666666666666663,452,3.9990067199999983,0.32571428571428573
4,0.48,3,0.16666666666666663,701,6.201999359999998,0.48857142857142855
4,0.48,5,0.2,80,0.8493465599999999,0.12857142857142856
4,0.48,5,0.2,104,1.104150528,0.11428571428571428
4,0.48,5,0.2,160,1.6986931199999997,0.2342857142857143
4,0.48,5,0.2,245,2.6011238399999996,0.25142857142857145
4,0.48,5,0.2,377,4.0025456639999994,0.4142857142857143
4,0.48,5,0.2,584,6.200229888,0.45714285714285713
4,0.48,8,0.21875,80,0.9289727999999998,0.11428571428571428
4,0.48,8,0.21875,95,1.1031551999999998,0.12571428571428572
4,0.48,8,0.21875,146,1.6953753599999997,0.25142857142857145
4,0.48,8,0.21875,224,2.6011238399999996,0.20857142857142857
4,0.48,8,0.21875,344,3.9945830399999993,0.30857142857142855
4,0.48,8,0.21875,534,6.200893439999999,0.46285714285714286
4,0.57,2,0.12500000000000006,80,1.0556001000000002,0.13428571428571429
4,0.57,2,0.12500000000000006,83,1.0951851037500002,0.12285714285714286
4,0.57,2,0.12500000000000006,129,1.7021551612500003,0.21714285714285714
4,0.57,2,0.12500000000000006,197,2.5994152462500004,0.19428571428571428
4,0.57,2,0.12500000000000006,303,3.9980853787500004,0.32285714285714284
4,0.57,2,0.12500000000000006,470,6.201650587500001,0.5314285714285715
4,0.57,3,0.16666666666666663,80,1.4074667999999992,0.17714285714285713
4,0.57,3,0.16666666666666663,80,1.4074667999999992,0.2342857142857143
4,0.57,3,0.16666666666666663,97,1.7065534949999992,0.12285714285714286
4,0.57,3,0.16666666666666663,148,2.6038135799999984,0.22857142857142856
4,0.57,3,0.16666666666666663,227,3.9936870449999975,0.3942857142857143
4,0.57,3,0.16666666666666663,352,6.1928539199999975,0.49142857142857144
4,0.57,5,0.2,80,1.6889601599999995,0.16
4,0.57,5,0.2,80,1.6889601599999995,0.13428571428571429
4,0.57,5,0.2,81,1.7100721619999995,0.19714285714285715
4,0.57,5,0.2,123,2.5967762459999992,0.24285714285714285
4,0.57,5,0.2,189,3.9901683779999995,0.31142857142857144
4,0.57,5,0.2,294,6.2069285879999985,0.4857142857142857
4,0.57,8,0.21875,80,1.8473001749999995,0.1657142857142857
4,0.57,8,0.21875,80,1.8473001749999995,0.2
4,0.57,8,0.21875,80,1.8473001749999995,0.21428571428571427
4,0.57,8,0.21875,113,2.609311497187499,0.24857142857142858
4,0.57,8,0.21875,173,3.994786628437499,0.3942857142857143
4,0.57,8,0.21875,268,6.188455586249998,0.4514285714285714
5,0.34,2,0.12500000000000006,419,0.6999059800000005,0.08285714285714285
5,0.34,2,0.12500000000000006,659,1.100806780000001,0.11142857142857143
5,0.34,2,0.12500000000000006,1018,1.7004875600000013,0.13714285714285715
5,0.34,2,0.12500000000000006,1556,2.599173520000002,0.17142857142857143
5,0.34,2,0.12500000000000006,2395,4.000655900000003,0.42857142857142855
5,0.34,2,0.12500000000000006,3712,6.2005990400000055,0.49714285714285716
5,0.34,3,0.16666666666666663,314,0.6993491733333335,0.13142857142857142
5,0.34,3,0.16666666666666663,494,1.1002499733333335,0.08857142857142856
5,0.34,3,0.16666666666666663,763,1.6993739466666669,0.15428571428571428
5,0.34,3,0.16666666666666663,1167,2.5991735200000003,0.1742857142857143
5,0.34,3,0.16666666666666663,1796,4.000099093333334,0.2714285714285714
5,0.34,3,0.16666666666666663,2784,6.200599040000001,0.43142857142857144
5,0.34,5,0.2,262,0.7002400640000003,0.10857142857142857
5,0.34,5,0.2,412,1.1011408640000004,0.10571428571428572
5,0.34,5,0.2,636,1.6998193920000007,0.14285714285714285
5,0.34,5,0.2,973,2.6005098560000013,0.20285714285714285
5,0.34,5,0.2,1497,4.000989984000002,0.3028571428571429
5,0.34,5,0.2,2320,6.200599040000002,0.41714285714285715
5,0.34,8,0.21875,239,0.6986531650000003,0.08857142857142856
5,0.34,8,0.21875,376,1.0991363600000004,0.12571428571428572
5,0.34,8,0.21875,582,1.7013227700000007,0.14857142857142858
5,0.34,8,0.21875,889,2.598755915000001,0.19428571428571428
5,0.34,8,0.21875,1368,3.9989854800000013,0.3342857142857143
5,0.34,8,0.21875,2121,6.200181435000002,0.5114285714285715
5,0.4,2,0.12500000000000006,219,0.7008000000000004,0.12285714285714286
5,0.4,2,0.12500000000000006,344,1.1008000000000007,0.17142857142857143
5,0.4,2,0.12500000000000006,531,1.699200000000001,0.12
5,0.4,2,0.12500000000000006,812,2.5984000000000016,0.19714285714285715
5,0.4,2,0.12500000000000006,1250,4.000000000000002,0.27714285714285714
5,0.4,2,0.12500000000000006,1937,6.198400000000004,0.5457142857142857
5,0.4,3,0.16666666666666663,164,0.6997333333333333,0.12857142857142856
5,0.4,3,0.16666666666666663,258,1.1008,0.12571428571428572
5,0.4,3,0.16666666666666663,398,1.698133333333333,0.15428571428571428
5,0.4,3,0.16666666666666663,609,2.5984,0.11714285714285715
5,0.4,3,0.16666666666666663,938,4.002133333333333,0.28
5,0.4,3,0.16666666666666663,1453,6.199466666666666,0.5057142857142857
5,0.4,5,0.2,137,0.7014400000000002,0.14
5,0.4,5,0.2,215,1.1008000000000002,0.14285714285714285
5,0.4,5,0.2,332,1.6998400000000005,0.1457142857142857
5,0.4,5,0.2,508,2.6009600000000006,0.17714285714285713
5,0.4,5,0.2,781,3.9987200000000014,0.3028571428571429
5,0.4,5,0.2,1211,6.200320000000001,0.49142857142857144
5,0.4,8,0.21875,125,0.7000000000000002,0.09428571428571429
5,0.4,8,0.21875,196,1.0976000000000001,0.15142857142857144
5,0.4,8,0.21875,304,1.7024000000000004,0.2057142857142857
5,0.4,8,0.21875,464,2.5984000000000003,0.18571428571428572
5,0.4,8,0.21875,714,3.9984000000000006,0.3028571428571429
5,0.4,8,0.21875,1107,6.199200000000001,0.5542857142857143
5,0.48,2,0.12500000000000006,105,0.6967296000000002,0.13428571428571429
5,0.48,2,0.12500000000000006,166,1.1014963200000003,0.11142857142857143
5,0.48,2,0.12500000000000006,256,1.6986931200000004,0.13714285714285715
5,0.48,2,0.12500000000000006,392,2.6011238400000005,0.23714285714285716
5,0.48,2,0.12500000000000006,603,4.001218560000001,0.29714285714285715
5,0.48,2,0.12500000000000006,934,6.197575680000002,0.39714285714285713
5,0.48,3,0.16666666666666663,80,0.7077887999999998,0.08285714285714285
5,0.48,3,0.16666666666666663,124,1.0970726399999995,0.09428571428571429
5,0.48,3,0.16666666666666663,192,1.6986931199999993,0.17714285714285713
5,0.48,3,0.16666666666666663,294,2.6011238399999987,0.2257142857142857
5,0.48,3,0.16666666666666663,452,3.9990067199999983,0.38571428571428573
5,0.48,3,0.16666666666666663,701,6.201999359999998,0.5657142857142857
5,0.48,5,0.2,80,0.8493465599999999,0.07714285714285714
5,0.48,5,0.2,104,1.104150528,0.06285714285714286
5,0.48,5,0.2,160,1.6986931199999997,0.22
5,0.48,5,0.2,245,2.6011238399999996,0.17714285714285713
5,0.48,5,0.2,377,4.0025456639999994,0.28285714285714286
5,0.48,5,0.2,584,6.200229888,0.46285714285714286
5,0.48,8,0.21875,80,0.9289727999999998,0.12285714285714286
5,0.48,8,0.21875,95,1.1031551999999998,0.10857142857142857
5,0.48,8,0.21875,146,1.6953753599999997,0.18285714285714286
5,0.48,8,0.21875,224,2.6011238399999996,0.18857142857142858
5,0.48,8,0.21875,344,3.9945830399999993,0.2742857142857143
5,0.48,8,0.21875,534,6.200893439999999,0.4542857142857143
5,0.57,2,0.12500000000000006,80,1.0556001000000002,0.14
5,0.57,2,0.12500000000000006,83,1.0951851037500002,0.17714285714285713
5,0.57,2,0.12500000000000006,129,1.7021551612500003,0.26857142857142857
5,0.57,2,0.12500000000000006,197,2.5994152462500004,0.22
5,0.57,2,0.12500000000000006,303,3.9980853787500004,0.35714285714285715
5,0.57,2,0.12500000000000006,470,6.201650587500001,0.6485714285714286
5,0.57,3,0.16666666666666663,80,1.4074667999999992,0.13142857142857142
5,0.57,3,0.16666666666666663,80,1.4074667999999992,0.14285714285714285
5,0.57,3,0.16666666666666663,97,1.7065534949999992,0.18285714285714286
5,0.57,3,0.16666666666666663,148,2.6038135799999984,0.3057142857142857
5,0.57,3,0.16666666666666663,227,3.9936870449999975,0.3457142857142857
5,0.57,3,0.16666666666666663,352,6.1928539199999975,0.5485714285714286
5,0.57,5,0.2,80,1.6889601599999995,0.2
5,0.57,5,0.2,80,1.6889601599999995,0.2257142857142857
5,0.57,5,0.2,81,1.7100721619999995,0.1657142857142857
5,0.57,5,0.2,123,2.5967762459999992,0.28
5,0.57,5,0.2,189,3.9901683779999995,0.3657142857142857
5,0.57,5,0.2,294,6.2069285879999985,0.6057142857142858
5,0.57,8,0.21875,80,1.8473001749999995,0.24
5,0.57,8,0.21875,80,1.8473001749999995,0.16857142857142857
5,0.57,8,0.21875,80,1.8473001749999995,0.2571428571428571
5,0.57,8,0.21875,113,2.609311497187499,0.24285714285714285
5,0.57,8,0.21875,173,3.994786628437499,0.27714285714285714
5,0.57,8,0.21875,268,6.188455586249998,0.5085714285714286
6,0.34,2,0.12500000000000006,419,0.6999059800000005,0.11714285714285715
6,0.34,2,0.12500000000000006,659,1.100806780000001,0.10285714285714286
6,0.34,2,0.12500000000000006,1018,1.7004875600000013,0.15428571428571428
6,0.34,2,0.12500000000000006,1556,2.599173520000002,0.2542857142857143
6,0.34,2,0.12500000000000006,2395,4.000655900000003,0.2914285714285714
6,0.34,2,0.12500000000000006,3712,6.2005990400000055,0.46285714285714286
6,0.34,3,0.16666666666666663,314,0.6993491733333335,0.10571428571428572
6,0.34,3,0.16666666666666663,494,1.1002499733333335,0.12285714285714286
6,0.34,3,0.16666666666666663,763,1.6993739466666669,0.13428571428571429
6,0.34,3,0.16666666666666663,1167,2.5991735200000003,0.27714285714285714
6,0.34,3,0.16666666666666663,1796,4.000099093333334,0.28
6,0.34,3,0.16666666666666663,2784,6.200599040000001,0.5171428571428571
6,0.34,5,0.2,262,0.7002400640000003,0.06
6,0.34,5,0.2,412,1.1011408640000004,0.06857142857142857
6,0.34,5,0.2,636,1.6998193920000007,0.24285714285714285
6,0.34,5,0.2,973,2.6005098560000013,0.25142857142857145
6,0.34,5,0.2,1497,4.000989984000002,0.26285714285714284
6,0.34,5,0.2,2320,6.200599040000002,0.46
6,0.34,8,0.21875,239,0.6986531650000003,0.08857142857142856
6,0.34,8,0.21875,376,1.0991363600000004,0.14285714285714285
6,0.34,8,0.21875,582,1.7013227700000007,0.15714285714285714
6,0.34,8,0.21875,889,2.598755915000001,0.17714285714285713
6,0.34,8,0.21875,1368,3.9989854800000013,0.2742857142857143
6,0.34,8,0.21875,2121,6.200181435000002,0.38857142857142857
6,0.4,2,0.12500000000000006,219,0.7008000000000004,0.07428571428571429
6,0.4,2,0.12500000000000006,344,1.1008000000000007,0.14285714285714285
6,0.4,2,0.12500000000000006,531,1.699200000000001,0.14
6,0.4,2,0.12500000000000006,812,2.5984000000000016,0.2057142857142857
6,0.4,2,0.12500000000000006,1250,4.000000000000002,0.2914285714285714
6,0.4,2,0.12500000000000006,1937,6.198400000000004,0.42
6,0.4,3,0.16666666666666663,164,0.6997333333333333,0.10285714285714286
6,0.4,3,0.16666666666666663,258,1.1008,0.06857142857142857
6,0.4,3,0.16666666666666663,398,1.698133333333333,0.11714285714285715
6,0.4,3,0.16666666666666663,609,2.5984,0.2714285714285714
6,0.4,3,0.16666666666666663,938,4.002133333333333,0.34
6,0.4,3,0.16666666666666663,1453,6.199466666666666,0.4857142857142857
6,0.4,5,0.2,137,0.7014400000000002,0.12285714285714286
6,0.4,5,0.2,215,1.1008000000000002,0.11714285714285715
6,0.4,5,0.2,332,1.6998400000000005,0.22857142857142856
6,0.4,5,0.2,508,2.6009600000000006,0.2
6,0.4,5,0.2,781,3.9987200000000014,0.36
6,0.4,5,0.2,1211,6.200320000000001,0.5285714285714286
6,0.4,8,0.21875,125,0.7000000000000002,0.08
6,0.4,8,0.21875,196,1.0976000000000001,0.12571428571428572
6,0.4,8,0.21875,304,1.7024000000000004,0.16
6,0.4,8,0.21875,464,2.5984000000000003,0.22285714285714286
6,0.4,8,0.21875,714,3.9984000000000006,0.26857142857142857
6,0.4,8,0.21875,1107,6.199200000000001,0.4828571428571429
6,0.48,2,0.12500000000000006,105,0.6967296000000002,0.12571428571428572
6,0.48,2,0.12500000000000006,166,1.1014963200000003,0.18
6,0.48,2,0.12500000000000006,256,1.6986931200000004,0.2714285714285714
6,0.48,2,0.12500000000000006,392,2.6011238400000005,0.2
6,0.48,2,0.12500000000000006,603,4.001218560000001,0.29428571428571426
6,0.48,2,0.12500000000000006,934,6.197575680000002,0.49142857142857144
6,0.48,3,0.16666666666666663,80,0.7077887999999998,0.1457142857142857
6,0.48,3,0.16666666666666663,124,1.0970726399999995,0.14285714285714285
6,0.48,3,0.16666666666666663,192,1.6986931199999993,0.12571428571428572
6,0.48,3,0.16666666666666663,294,2.6011238399999987,0.21142857142857144
6,0.48,3,0.16666666666666663,452,3.9990067199999983,0.2914285714285714
6,0.48,3,0.16666666666666663,701,6.201999359999998,0.5514285714285714
6,0.48,5,0.2,80,0.8493465599999999,0.13428571428571429
6,0.48,5,0.2,104,1.104150528,0.12285714285714286
6,0.48,5,0.2,160,1.6986931199999997,0.19428571428571428
6,0.48,5,0.2,245,2.6011238399999996,0.2
6,0.48,5,0.2,377,4.0025456639999994,0.3485714285714286
6,0.48,5,0.2,584,6.200229888,0.44571428571428573
6,0.48,8,0.21875,80,0.9289727999999998,0.1457142857142857
6,0.48,8,0.21875,95,1.1031551999999998,0.12
6,0.48,8,0.21875,146,1.6953753599999997,0.22857142857142856
6,0.48,8,0.21875,224,2.6011238399999996,0.20857142857142857
6,0.48,8,0.21875,344,3.9945830399999993,0.33714285714285713
6,0.48,8,0.21875,534,6.200893439999999,0.4542857142857143
6,0.57,2,0.12500000000000006,80,1.0556001000000002,0.12857142857142856
6,0.57,2,0.12500000000000006,83,1.0951851037500002,0.11428571428571428
6,0.57,2,0.12500000000000006,129,1.7021551612500003,0.18571428571428572
6,0.57,2,0.12500000000000006,197,2.5994152462500004,0.23714285714285716
6,0.57,2,0.12500000000000006,303,3.9980853787500004,0.33714285714285713
6,0.57,2,0.12500000000000006,470,6.201650587500001,0.5657142857142857
6,0.57,3,0.16666666666666663,80,1.4074667999999992,0.18285714285714286
6,0.57,3,0.16666666666666663,80,1.4074667999999992,0.13714285714285715
6,0.57,3,0.16666666666666663,97,1.7065534949999992,0.15428571428571428
6,0.57,3,0.16666666666666663,148,2.6038135799999984,0.28285714285714286
6,0.57,3,0.16666666666666663,227,3.9936870449999975,0.42
6,0.57,3,0.16666666666666663,352,6.1928539199999975,0.41714285714285715
6,0.57,5,0.2,80,1.6889601599999995,0.24285714285714285
6,0.57,5,0.2,80,1.6889601599999995,0.18857142857142858
6,0.57,5,0.2,81,1.7100721619999995,0.19714285714285715
6,0.57,5,0.2,123,2.5967762459999992,0.22
6,0.57,5,0.2,189,3.9901683779999995,0.3628571428571429
6,0.57,5,0.2,294,6.2069285879999985,0.42857142857142855
6,0.57,8,0.21875,80,1.8473001749999995,0.21142857142857144
6,0.57,8,0.21875,80,1.8473001749999995,0.2342857142857143
6,0.57,8,0.21875,80,1.8473001749999995,0.15142857142857144
6,0.57,8,0.21875,113,2.609311497187499,0.26857142857142857
6,0.57,8,0.21875,173,3.994786628437499,0.3628571428571429
6,0.57,8,0.21875,268,6.188455586249998,0.4228571428571429
7,0.34,2,0.12500000000000006,419,0.6999059800000005,0.08285714285714285
7,0.34,2,0.12500000000000006,659,1.100806780000001,0.11428571428571428
7,0.34,2,0.12500000000000006,1018,1.7004875600000013,0.2057142857142857
7,0.34,2,0.12500000000000006,1556,2.599173520000002,0.1742857142857143
7,0.34,2,0.12500000000000006,2395,4.000655900000003,0.29428571428571426
7,0.34,2,0.12500000000000006,3712,6.2005990400000055,0.49714285714285716
7,0.34,3,0.16666666666666663,314,0.6993491733333335,0.1
7,0.34,3,0.16666666666666663,494,1.1002499733333335,0.14
7,0.34,3,0.16666666666666663,763,1.6993739466666669,0.15428571428571428
7,0.34,3,0.16666666666666663,1167,2.5991735200000003,0.16285714285714287
7,0.34,3,0.16666666666666663,1796,4.000099093333334,0.26571428571428574
7,0.34,3,0.16666666666666663,2784,6.200599040000001,0.5085714285714286
7,0.34,5,0.2,262,0.7002400640000003,0.11428571428571428
7,0.34,5,0.2,412,1.1011408640000004,0.14857142857142858
7,0.34,5,0.2,636,1.6998193920000007,0.12571428571428572
7,0.34,5,0.2,973,2.6005098560000013,0.21714285714285714
7,0.34,5,0.2,1497,4.000989984000002,0.27714285714285714
7,0.34,5,0.2,2320,6.200599040000002,0.46285714285714286
7,0.34,8,0.21875,239,0.6986531650000003,0.07428571428571429
7,0.34,8,0.21875,376,1.0991363600000004,0.10857142857142857
7,0.34,8,0.21875,582,1.7013227700000007,0.15428571428571428
7,0.34,8,0.21875,889,2.598755915000001,0.18
7,0.34,8,0.21875,1368,3.9989854800000013,0.3
7,0.34,8,0.21875,2121,6.200181435000002,0.4685714285714286
7,0.4,2,0.12500000000000006,219,0.7008000000000004,0.13428571428571429
7,0.4,2,0.12500000000000006,344,1.1008000000000007,0.11142857142857143
7,0.4,2,0.12500000000000006,531,1.699200000000001,0.1657142857142857
7,0.4,2,0.12500000000000006,812,2.5984000000000016,0.19714285714285715
7,0.4,2,0.12500000000000006,1250,4.000000000000002,0.2914285714285714
7,0.4,2,0.12500000000000006,1937,6.198400000000004,0.44571428571428573
7,0.4,3,0.16666666666666663,164,0.6997333333333333,0.11142857142857143
7,0.4,3,0.16666666666666663,258,1.1008,0.08
7,0.4,3,0.16666666666666663,398,1.698133333333333,0.12
7,0.4,3,0.16666666666666663,609,2.5984,0.18571428571428572
7,0.4,3,0.16666666666666663,938,4.002133333333333,0.2914285714285714
7,0.4,3,0.16666666666666663,1453,6.199466666666666,0.43142857142857144
7,0.4,5,0.2,137,0.7014400000000002,0.12571428571428572
7,0.4,5,0.2,215,1.1008000000000002,0.11714285714285715
7,0.4,5,0.2,332,1.6998400000000005,0.09714285714285714
7,0.4,5,0.2,508,2.6009600000000006,0.18571428571428572
7,0.4,5,0.2,781,3.9987200000000014,0.3
7,0.4,5,0.2,1211,6.200320000000001,0.46285714285714286
7,0.4,8,0.21875,125,0.7000000000000002,0.08571428571428572
7,0.4,8,0.21875,196,1.0976000000000001,0.09714285714285714
7,0.4,8,0.21875,304,1.7024000000000004,0.11428571428571428
7,0.4,8,0.21875,464,2.5984000000000003,0.20285714285714285
7,0.4,8,0.21875,714,3.9984000000000006,0.24571428571428572
7,0.4,8,0.21875,1107,6.199200000000001,0.5542857142857143
7,0.48,2,0.12500000000000006,105,0.6967296000000002,0.15428571428571428
7,0.48,2,0.12500000000000006,166,1.1014963200000003,0.18
7,0.48,2,0.12500000000000006,256,1.6986931200000004,0.2057142857142857
7,0.48,2,0.12500000000000006,392,2.6011238400000005,0.17714285714285713
7,0.48,2,0.12500000000000006,603,4.001218560000001,0.33714285714285713
7,0.48,2,0.12500000000000006,934,6.197575680000002,0.4085714285714286
7,0.48,3,0.16666666666666663,80,0.7077887999999998,0.04857142857142857
7,0.48,3,0.16666666666666663,124,1.0970726399999995,0.12
7,0.48,3,0.16666666666666663,192,1.6986931199999993,0.16
7,0.48,3,0.16666666666666663,294,2.6011238399999987,0.2257142857142857
7,0.48,3,0.16666666666666663,452,3.9990067199999983,0.3057142857142857
7,0.48,3,0.16666666666666663,701,6.201999359999998,0.52
7,0.48,5,0.2,80,0.8493465599999999,0.09714285714285714
7,0.48,5,0.2,104,1.104150528,0.1742857142857143
7,0.48,5,0.2,160,1.6986931199999997,0.21714285714285714
7,0.48,5,0.2,245,2.6011238399999996,0.1657142857142857
7,0.48,5,0.2,377,4.0025456639999994,0.3171428571428571
7,0.48,5,0.2,584,6.200229888,0.46285714285714286
7,0.48,8,0.21875,80,0.9289727999999998,0.11428571428571428
7,0.48,8,0.21875,95,1.1031551999999998,0.10285714285714286
7,0.48,8,0.21875,146,1.6953753599999997,0.15428571428571428
7,0.48,8,0.21875,224,2.6011238399999996,0.2257142857142857
7,0.48,8,0.21875,344,3.9945830399999993,0.34285714285714286
7,0.48,8,0.21875,534,6.200893439999999,0.5685714285714286
7,0.57,2,0.12500000000000006,80,1.0556001000000002,0.16285714285714287
7,0.57,2,0.12500000000000006,83,1.0951851037500002,0.13428571428571429
7,0.57,2,0.12500000000000006,129,1.7021551612500003,0.17142857142857143
7,0.57,2,0.12500000000000006,197,2.5994152462500004,0.20857142857142857
7,0.57,2,0.12500000000000006,303,3.9980853787500004,0.35428571428571426
7,0.57,2,0.12500000000000006,470,6.201650587500001,0.41714285714285715
7,0.57,3,0.16666666666666663,80,1.4074667999999992,0.16
7,0.57,3,0.16666666666666663,80,1.4074667999999992,0.13142857142857142
7,0.57,3,0.16666666666666663,97,1.7065534949999992,0.16857142857142857
7,0.57,3,0.16666666666666663,148,2.6038135799999984,0.24571428571428572
7,0.57,3,0.16666666666666663,227,3.9936870449999975,0.3657142857142857
7,0.57,3,0.16666666666666663,352,6.1928539199999975,0.5171428571428571
7,0.57,5,0.2,80,1.6889601599999995,0.18285714285714286
7,0.57,5,0.2,80,1.6889601599999995,0.15428571428571428
7,0.57,5,0.2,81,1.7100721619999995,0.18857142857142858
7,0.57,5,0.2,123,2.5967762459999992,0.22857142857142856
7,0.57,5,0.2,189,3.9901683779999995,0.32
7,0.57,5,0.2,294,6.2069285879999985,0.43714285714285717
7,0.57,8,0.21875,80,1.8473001749999995,0.17714285714285713
7,0.57,8,0.21875,80,1.8473001749999995,0.2
7,0.57,8,0.21875,80,1.8473001749999995,0.18
7,0.57,8,0.21875,113,2.609311497187499,0.24
7,0.57,8,0.21875,173,3.994786628437499,0.3314285714285714
7,0.57,8,0.21875,268,6.188455586249998,0.5142857142857142
